temporada;time;adversario;fase;cf;posicao;Jogador;frequencia ;Min;Pts C;Pts T;Arc;Art;3P C;3P T;2P C;2P T;LL C;LL T;O;D;RT;AS;BR;TO;FC;FR;ER;EN
11;7;23;4;1;2;Duda Machado;1;5,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;7;23;4;1;5;Alexandre 1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;7;23;4;1;5;atila Santos;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;7;23;4;1;4;Teichmann;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;7;23;4;1;0;1;1;;84;140;26;49;9;17;17;32;23;25;6;27;33;7;1;1;15;18;11;2
11;23;7;4;2;1;Fulvio;1;31,3;15;37;5;13;3;8;2;5;2;3;0;3;3;2;4;0;0;4;1;0
11;23;7;4;2;5;Murilo 1;1;27,15;15;29;5;10;0;4;5;6;5;5;5;3;8;1;0;2;4;4;2;0
11;23;7;4;2;4;Chico;1;26,16;8;20;2;6;2;4;0;2;2;4;0;3;3;0;1;1;2;3;1;0
11;23;7;4;2;2;Laws;1;25,49;4;12;2;5;0;2;2;3;0;0;1;0;1;3;2;0;2;1;0;0
11;23;7;4;2;3;Deda 1;1;25,37;17;37;5;13;3;7;2;6;4;4;0;2;2;2;0;0;3;2;0;0
11;23;7;4;2;3;Calvo;1;20,13;7;15;3;6;1;3;2;3;0;0;0;0;0;1;1;0;0;0;0;0
11;23;7;4;2;6;Matheus;1;15,53;0;10;0;4;0;2;0;2;0;0;0;1;1;0;0;0;1;0;0;0
11;23;7;4;2;4;Jefferson W,;1;9,56;0;8;0;3;0;2;0;1;0;0;0;0;0;0;0;0;5;0;1;0
11;23;7;4;2;5;Paulao 1;1;8,58;0;0;0;0;0;0;0;0;0;0;3;1;4;0;0;0;1;1;0;0
11;23;7;4;2;1;Ricardo F,;1;8,3;2;7;1;3;0;1;1;2;0;0;0;2;2;1;1;0;1;0;0;0
11;23;7;4;2;6;Robinho;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;23;7;4;2;0;1;1;;68;175;23;63;9;33;14;30;13;16;9;15;24;10;9;3;19;15;5;0
11;7;23;4;1;3;David Jackson;1;38,1;13;15;4;5;0;0;4;5;5;5;0;3;3;4;3;0;1;6;1;0
11;7;23;4;1;2;Halio;1;34,55;13;26;3;7;2;6;1;1;5;6;0;4;4;3;2;0;3;3;1;0
11;7;23;4;1;3;Marcelinho;1;28,34;19;37;6;13;3;7;3;6;4;4;1;2;3;5;4;0;2;6;1;0
11;7;23;4;1;4;Kammerichs;1;28,25;16;20;7;9;0;0;7;9;2;2;1;4;5;2;1;1;0;2;1;1
11;7;23;4;1;5;C, Torres;1;20,28;11;21;4;7;0;1;4;6;3;6;3;0;3;3;1;1;2;3;1;0
11;7;23;4;1;4;Hayes;1;15,46;13;21;4;7;0;1;4;6;5;6;1;2;3;0;1;1;4;3;2;0
11;7;23;4;1;2;Duda Machado;1;12,22;5;11;2;4;1;3;1;1;0;0;0;1;1;2;1;0;1;2;0;1
11;7;23;4;1;4;Teichmann;1;11,3;0;4;0;2;0;0;0;2;0;0;0;2;2;0;0;1;5;0;0;0
11;7;23;4;1;1;Fred;1;5,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
11;7;23;4;1;5;Wagner;1;4,41;2;2;1;1;0;0;1;1;0;0;0;0;0;0;1;0;3;0;0;0
11;7;23;4;1;5;Alexandre 1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;7;23;4;1;5;atila Santos;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;7;23;4;1;0;1;1;;92;157;31;55;6;18;25;37;24;29;6;18;24;19;14;4;22;25;7;2
11;23;7;4;2;1;Fulvio;1;29,36;12;24;3;7;3;6;0;1;3;4;0;5;5;5;0;0;2;2;4;0
11;23;7;4;2;2;Laws;1;29,32;4;24;2;11;0;2;2;9;0;0;1;1;2;4;0;0;1;1;2;0
11;23;7;4;2;5;Murilo 1;1;28,01;16;23;4;7;1;1;3;6;7;8;3;3;6;1;1;1;5;6;6;1
11;23;7;4;2;4;Chico;1;26,46;13;24;5;9;2;4;3;5;1;2;1;2;3;2;2;0;5;3;0;0
11;23;7;4;2;3;Deda 1;1;26,28;17;25;6;9;4;5;2;4;1;2;0;2;2;1;1;0;4;3;3;0
11;23;7;4;2;4;Jefferson W,;1;21,34;3;9;1;3;1;3;0;0;0;0;1;3;4;0;0;1;4;0;0;0
11;23;7;4;2;3;Calvo;1;13,21;7;13;1;4;0;0;1;4;5;5;2;1;3;1;1;0;2;3;0;0
11;23;7;4;2;1;Ricardo F,;1;13,13;8;14;3;6;2;2;1;4;0;0;1;1;2;1;1;0;1;1;1;0
11;23;7;4;2;6;Matheus;1;10,26;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;2;0;1;0
11;23;7;4;2;5;Paulao 1;1;0,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;23;7;4;2;6;Robinho;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;23;7;4;2;0;1;1;;80;156;25;56;13;23;12;33;17;21;9;19;28;16;6;2;26;19;17;1
11;8;1;1;1;3;Marcio 5;1;40;32;56;9;19;3;6;6;13;11;12;1;3;4;1;2;0;4;11;2;0
11;8;1;1;1;1;Helinho;1;40;21;29;5;8;4;6;1;2;7;7;1;3;4;8;2;0;2;3;5;0
11;8;1;1;1;5;Drudi;1;30,46;5;16;1;6;0;0;1;6;3;4;3;6;9;0;1;0;2;2;1;0
11;8;1;1;1;3;Lao Meindl;1;28,1;8;18;3;7;1;2;2;5;1;2;2;3;5;2;0;0;3;1;0;0
11;8;1;1;1;5;Babby;1;26,31;10;22;4;9;0;0;4;9;2;4;2;7;9;0;0;1;2;4;1;0
11;8;1;1;1;5;Ricardo Probst;1;22,4;8;12;3;5;0;0;3;5;2;2;1;6;7;2;2;0;1;2;0;1
11;8;1;1;1;4;Wanderson;1;7,07;0;6;0;2;0;2;0;0;0;0;0;0;0;0;1;0;3;0;0;0
11;8;1;1;1;5;Fabiano Koiti;1;4,4;3;9;1;3;0;1;1;2;1;2;0;0;0;1;0;0;1;1;1;0
11;8;1;1;1;0;1;1;;87;168;26;59;8;17;18;42;27;33;10;28;38;14;8;1;18;24;10;1
11;1;8;1;2;1;Zezinho;1;34,49;12;33;4;12;3;7;1;5;1;2;1;1;2;8;3;0;4;2;3;0
11;1;8;1;2;3;Edu Mariano;1;27,52;12;17;4;6;1;2;3;4;3;3;0;1;1;0;1;0;4;2;2;0
11;1;8;1;2;4;Ricardo Azevedo;1;27,31;5;18;1;6;1;4;0;2;2;2;1;3;4;2;1;1;1;2;0;0
11;1;8;1;2;5;Deivisson;1;26,45;14;29;6;13;0;0;6;13;2;3;1;9;10;0;0;1;4;3;1;0
11;1;8;1;2;2;Luisinho;1;26,25;15;27;5;10;3;5;2;5;2;2;1;3;4;3;0;0;3;4;1;0
11;1;8;1;2;1;Thiaguinho 3;1;16,34;3;14;1;5;1;4;0;1;0;0;0;1;1;1;0;0;2;1;1;0
11;1;8;1;2;3;Cicero;1;14,15;12;17;5;7;1;2;4;5;1;1;3;4;7;0;2;0;4;2;2;0
11;1;8;1;2;1;Felipe Gustavo;1;13,11;4;9;2;4;0;0;2;4;0;1;1;0;1;1;0;0;0;1;1;0
11;1;8;1;2;5;Daniel Fila;1;11,21;4;5;2;2;0;0;2;2;0;1;0;2;2;0;0;3;2;1;0;0
11;1;8;1;2;1;Felipe Dias;1;1,15;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
11;1;8;1;2;0;1;1;;81;171;30;66;10;24;20;42;11;15;8;24;32;15;7;5;24;18;11;0
11;8;16;1;1;2;Sowell;1;30,25;29;57;10;22;2;6;8;16;7;7;0;1;1;2;3;0;3;6;3;1
11;8;16;1;1;3;Marcio 5;1;29,16;7;21;2;8;1;3;1;5;2;2;0;2;2;3;1;0;2;1;2;0
11;8;16;1;1;4;Johnson;1;26,22;10;20;5;8;0;0;5;8;0;4;2;4;6;0;2;0;1;5;0;0
11;8;16;1;1;5;Drudi;1;24,46;11;20;1;5;0;0;1;5;9;10;2;5;7;1;0;1;2;6;2;0
11;8;16;1;1;2;Basden;1;24,22;12;16;4;5;1;2;3;3;3;4;0;4;4;3;1;0;1;3;3;0
11;8;16;1;1;1;Helinho;1;22,42;3;5;1;2;1;1;0;1;0;0;0;1;1;2;0;0;1;1;4;0
11;8;16;1;1;5;Ricardo Probst;1;15,49;3;4;1;1;0;0;1;1;1;2;1;2;3;1;0;0;1;1;1;0
11;8;16;1;1;1;F, Penna;1;14,06;0;5;0;2;0;1;0;1;0;0;1;0;1;2;0;0;3;1;1;0
11;8;16;1;1;5;Babby;1;12,07;2;8;1;4;0;0;1;4;0;0;0;0;0;1;0;0;1;0;1;0
11;8;16;1;1;0;1;1;;77;156;25;57;5;13;20;44;22;29;6;19;25;15;7;1;15;24;17;1
11;16;8;1;2;2;Caue Borges;1;36,04;17;32;6;13;3;4;3;9;2;2;0;1;1;6;3;0;1;3;5;0
11;16;8;1;2;3;Gonzalez;1;28,23;30;41;10;14;4;7;6;7;6;6;0;2;2;3;2;0;1;4;0;0
11;16;8;1;2;2;Caue Borges;1;28,16;11;20;4;8;1;2;3;6;2;2;1;1;2;3;4;1;3;6;2;0
11;16;8;1;2;4;Rodrigo Silva;1;26,15;5;8;2;3;0;0;2;3;1;2;6;4;10;1;2;0;3;2;0;0
11;16;8;1;2;4;Guilherme 1;1;24,4;6;18;3;9;0;0;3;9;0;0;1;5;6;1;1;4;3;0;1;0
11;16;8;1;2;3;Bruno Irigoyen;1;18,01;2;13;1;5;0;3;1;2;0;0;0;0;0;0;0;1;3;0;1;0
11;16;8;1;2;4;Leandro Silva;1;17,34;12;17;5;7;2;3;3;4;0;0;1;4;5;1;1;0;4;0;1;0
11;16;8;1;2;5;Felicio;1;10,34;4;4;2;2;0;0;2;2;0;0;1;1;2;0;0;1;5;0;1;0
11;16;8;1;2;4;Jordan;1;6,13;2;4;1;2;0;0;1;2;0;0;1;0;1;0;0;0;1;0;1;0
11;16;8;1;2;1;Otavio;1;3,54;0;2;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0
11;16;8;1;2;0;1;1;;89;159;34;64;10;19;24;45;11;12;11;19;30;15;13;7;24;15;13;0
11;8;5;1;1;2;Sowell;1;37,32;30;60;9;21;2;8;7;13;10;10;2;1;3;5;0;0;3;7;2;0
11;8;5;1;1;5;Drudi;1;32,05;12;16;6;8;0;0;6;8;0;0;1;7;8;0;1;1;3;1;3;0
11;8;5;1;1;1;Helinho;1;31,57;9;18;3;6;3;6;0;0;0;0;0;2;2;6;0;0;1;1;1;0
11;8;5;1;1;3;Marcio 5;1;31,49;15;27;6;11;3;5;3;6;0;0;1;2;3;1;1;0;5;3;0;0
11;8;5;1;1;2;Basden;1;20,17;13;27;4;10;2;4;2;6;3;3;2;1;3;3;2;0;4;3;2;0
11;8;5;1;1;5;Babby;1;16,58;6;13;3;6;0;1;3;5;0;0;1;2;3;0;2;0;3;2;3;0
11;8;5;1;1;4;Johnson;1;11,18;4;13;2;6;0;1;2;5;0;0;1;0;1;0;0;0;2;0;0;0
11;8;5;1;1;1;F, Penna;1;10,34;6;9;2;3;2;3;0;0;0;0;0;2;2;2;2;0;2;2;3;0
11;8;5;1;1;5;Ricardo Probst;1;7,25;0;4;0;2;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0
11;8;5;1;1;0;1;1;;95;187;35;73;12;28;23;45;13;13;8;17;25;17;9;1;24;19;14;0
11;5;8;1;2;3;Arthur 3;1;36,42;28;43;10;16;2;5;8;11;6;6;1;2;3;2;1;0;2;5;1;0
11;5;8;1;2;4;G, Giovannoni;1;36,25;19;29;8;12;2;3;6;9;1;2;1;4;5;1;0;0;4;5;4;0
11;5;8;1;2;1;Nezinho;1;34,31;13;29;3;9;1;5;2;4;6;6;1;4;5;8;1;0;2;4;5;0
11;5;8;1;2;3;Alex Garcia;1;31,55;29;36;9;12;2;3;7;9;9;9;0;2;2;7;3;0;2;7;5;0
11;5;8;1;2;4;Cipriano;1;26,49;7;17;3;8;0;0;3;8;1;1;4;8;12;1;0;2;5;2;1;0
11;5;8;1;2;5;Tischer;1;12,53;5;8;2;3;0;0;2;3;1;2;0;4;4;0;1;0;4;1;3;1
11;5;8;1;2;1;Bruninho;1;9,16;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
11;5;8;1;2;3;Rossi;1;7,28;3;6;1;2;1;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0
11;5;8;1;2;5;Ronald;1;3,57;0;2;0;1;0;0;0;1;0;0;1;1;2;0;0;0;0;0;1;0
11;5;8;1;2;0;1;1;;104;170;36;63;8;18;28;45;24;26;8;26;34;20;7;2;20;24;20;1
11;8;13;1;1;3;Marcio 5;1;40;11;24;3;8;0;2;3;6;5;6;1;3;4;3;3;0;2;7;2;0
11;8;13;1;1;1;F, Penna;1;38,1;13;30;5;12;2;5;3;7;1;1;1;1;2;0;0;0;5;4;1;0
11;8;13;1;1;1;Helinho;1;36,54;17;27;3;7;1;3;2;4;10;10;0;3;3;7;2;0;3;6;1;0
11;8;13;1;1;5;Babby;1;24,49;8;24;4;12;0;0;4;12;0;0;3;3;6;1;0;0;4;0;1;0
11;8;13;1;1;5;Ricardo Probst;1;21,34;7;15;2;6;0;0;2;6;3;3;0;5;5;3;1;0;1;3;2;0
11;8;13;1;1;5;Lucas Mariano;1;17,25;8;10;4;5;0;0;4;5;0;0;1;3;4;1;0;0;2;0;4;0
11;8;13;1;1;4;Wanderson;1;16,1;11;26;4;10;1;4;3;6;2;2;2;0;2;0;0;1;1;1;1;0
11;8;13;1;1;5;Fabiano Koiti;1;4,49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
11;8;13;1;1;6;Jarvis Silva;1;0,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;8;13;1;1;6;Dudu Meindl;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;8;13;1;1;0;1;1;;75;156;25;60;4;14;21;46;21;22;8;18;26;15;7;1;18;21;13;0
11;13;8;1;2;1;Ronald Ramon;1;30,34;24;33;9;12;6;8;3;4;0;1;1;2;3;2;0;0;2;4;0;0
11;13;8;1;2;2;Benite;1;28,19;15;18;7;8;1;2;6;6;0;0;0;5;5;5;2;0;2;1;0;0
11;13;8;1;2;3;Jhonatan;1;24,04;18;23;7;9;4;5;3;4;0;0;0;2;2;0;1;1;3;0;1;1
11;13;8;1;2;2;Neto;1;20,34;9;18;3;6;1;4;2;2;2;2;0;3;3;6;1;0;2;3;0;0
11;13;8;1;2;3;Rogerio 1;1;19,43;5;14;2;5;1;4;1;1;0;0;0;4;4;0;1;0;0;1;2;0
11;13;8;1;2;5;Andra Bambu;1;17,04;4;11;1;4;0;1;1;3;2;2;1;2;3;1;0;0;4;1;4;0
11;13;8;1;2;5;Daniel Alemao;1;16,52;8;8;3;3;0;0;3;3;2;2;0;6;6;0;2;2;2;2;1;1
11;13;8;1;2;3;Diego 1;1;15;5;13;2;5;0;2;2;3;1;1;0;1;1;5;0;0;1;2;1;0
11;13;8;1;2;1;Eric Tatu;1;11,4;2;2;1;1;0;0;1;1;0;0;0;0;0;2;0;0;2;2;2;0
11;13;8;1;2;3;Rodrigo Biro;1;11,34;6;9;2;3;2;3;0;0;0;0;0;0;0;1;0;0;2;1;0;0
11;13;8;1;2;1;Deryk;1;2,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
11;13;8;1;2;4;Dú Sommer;1;2,15;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
11;13;8;1;2;0;1;1;;96;151;37;57;15;29;22;28;7;8;2;25;27;22;7;3;21;18;11;2
11;8;10;1;1;2;Sowell;1;39,25;15;45;3;15;1;7;2;8;8;8;1;3;4;4;1;1;2;6;2;0
11;8;10;1;1;3;Marcio 5;1;35,25;5;15;2;6;0;1;2;5;1;2;0;4;4;0;0;0;3;2;1;0
11;8;10;1;1;2;Basden;1;30,07;15;26;5;9;2;4;3;5;3;4;1;2;3;1;0;0;2;1;0;0
11;8;10;1;1;1;F, Penna;1;26,19;10;18;2;5;1;2;1;3;5;6;3;2;5;4;1;0;2;3;2;0
11;8;10;1;1;1;Helinho;1;24,15;9;17;3;6;3;5;0;1;0;0;0;2;2;1;0;0;5;3;1;0
11;8;10;1;1;5;Ricardo Probst;1;22,21;15;20;6;8;0;0;6;8;3;4;2;3;5;1;0;1;5;4;0;0
11;8;10;1;1;5;Drudi;1;21,1;11;18;4;7;0;0;4;7;3;4;2;2;4;3;0;0;2;1;2;1
11;8;10;1;1;4;Johnson;1;20,28;10;20;4;8;0;1;4;7;2;3;1;3;4;1;1;1;5;6;1;0
11;8;10;1;1;4;Wanderson;1;5,26;1;2;0;0;0;0;0;0;1;2;1;0;1;0;1;0;3;2;0;0
11;8;10;1;1;0;1;1;;91;181;29;64;7;20;22;44;26;33;11;21;32;15;4;3;29;28;9;1
11;10;8;1;2;3;Audrei;1;42,25;22;35;8;13;3;5;5;8;3;4;1;6;7;0;0;0;4;3;0;0
11;10;8;1;2;2;Luiz Felipe;1;35,57;15;22;6;9;1;2;5;7;2;2;0;3;3;2;1;1;5;3;1;0
11;10;8;1;2;3;Andre 1;1;34,54;9;27;3;11;1;3;2;8;2;2;2;1;3;5;0;1;5;3;2;0
11;10;8;1;2;1;Kojo;1;30,3;19;42;3;12;0;2;3;10;13;16;1;1;2;2;1;0;2;9;1;0
11;10;8;1;2;5;Shilton;1;25,57;14;24;4;6;0;0;4;6;6;12;3;5;8;3;3;0;4;7;0;0
11;10;8;1;2;3;Durval;1;22,43;2;6;1;2;0;0;1;2;0;2;3;4;7;0;1;0;2;1;2;0
11;10;8;1;2;4;Renato Scholz;1;15,36;2;4;1;2;0;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0
11;10;8;1;2;6;T, Melazzo;1;6,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
11;10;8;1;2;5;Jerônimo;1;5,45;4;8;2;3;0;0;2;3;0;2;1;1;2;1;0;0;5;1;1;0
11;10;8;1;2;6;Gustavo;1;4,13;0;5;0;2;0;1;0;1;0;0;0;0;0;0;1;0;2;1;0;0
11;10;8;1;2;0;1;1;;87;173;28;60;5;13;23;47;26;40;11;21;32;13;7;2;30;28;8;0
11;8;23;1;1;2;Basden;1;40;18;50;7;18;1;7;6;11;3;7;0;9;9;2;6;1;1;5;4;2
11;8;23;1;1;1;Helinho;1;33,58;9;31;2;10;1;7;1;3;4;4;0;1;1;4;0;0;4;5;2;0
11;8;23;1;1;2;Sowell;1;32,13;17;37;6;14;3;7;3;7;2;2;2;2;4;7;1;3;1;2;2;0
11;8;23;1;1;5;Ricardo Probst;1;23,17;7;13;2;5;0;0;2;5;3;3;3;3;6;0;2;1;4;3;3;0
11;8;23;1;1;1;F, Penna;1;17,58;0;3;0;1;0;1;0;0;0;0;2;0;2;0;0;0;5;0;2;0
11;8;23;1;1;5;Drudi;1;16,34;10;12;5;6;0;0;5;6;0;0;0;1;1;0;0;0;1;0;0;0
11;8;23;1;1;3;Marcio 5;1;14,55;10;15;3;5;2;3;1;2;2;2;0;1;1;0;1;0;5;2;0;0
11;8;23;1;1;4;Johnson;1;13,4;2;6;0;2;0;0;0;2;2;2;0;0;0;3;0;0;3;2;1;0
11;8;23;1;1;4;Wanderson;1;7,19;3;6;1;2;0;0;1;2;1;2;1;0;1;0;0;0;0;1;0;0
11;8;23;1;1;0;1;1;;76;173;26;63;7;25;19;38;17;22;8;17;25;16;10;5;24;20;14;2
11;23;8;1;2;1;Fulvio;1;37,34;14;33;3;10;2;7;1;3;6;6;1;1;2;9;1;0;2;5;4;0
11;23;8;1;2;2;Laws;1;32,09;17;28;7;12;0;1;7;11;3;3;2;1;3;3;0;0;3;2;1;0
11;23;8;1;2;5;Murilo 1;1;29,22;15;16;5;5;1;1;4;4;4;5;2;7;9;1;2;0;5;7;4;0
11;23;8;1;2;4;Jefferson W,;1;28;15;24;5;8;3;6;2;2;2;2;0;3;3;1;0;1;4;1;2;0
11;23;8;1;2;6;Alvaro;1;24,58;17;29;3;8;0;2;3;6;11;11;0;10;10;0;0;0;1;6;4;0
11;23;8;1;2;3;Deda 1;1;16,34;5;24;2;9;1;6;1;3;0;0;2;1;3;2;2;0;2;1;1;0
11;23;8;1;2;4;Chico;1;13,55;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;1;2;1;0;0
11;23;8;1;2;6;Matheus;1;10;2;5;1;2;0;1;1;1;0;0;0;1;1;0;0;0;1;0;1;0
11;23;8;1;2;5;Paulao 1;1;4,58;2;4;1;2;0;0;1;2;0;0;3;0;3;0;0;0;0;0;1;0
11;23;8;1;2;1;Ricardo F,;1;2,25;0;2;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0
11;23;8;1;2;0;1;1;;87;167;27;58;7;24;20;34;26;27;10;24;34;17;5;2;20;24;18;0
11;8;6;1;1;1;Helinho;1;29,13;7;21;2;7;1;5;1;2;2;2;1;3;4;7;1;0;1;4;0;0
11;8;6;1;1;2;Sowell;1;27,19;21;31;9;12;2;4;7;8;1;3;1;1;2;3;1;1;2;4;2;1
11;8;6;1;1;5;Drudi;1;21,57;7;12;2;4;0;0;2;4;3;4;1;10;11;1;0;0;0;2;1;0
11;8;6;1;1;2;Basden;1;21,1;13;17;6;8;1;1;5;7;0;0;0;5;5;1;2;0;1;1;1;1
11;8;6;1;1;5;Lucas Mariano;1;20,01;7;13;3;6;0;0;3;6;1;1;1;2;3;0;2;2;2;1;2;0
11;8;6;1;1;4;Wanderson;1;18,02;11;16;4;6;0;1;4;5;3;3;0;1;1;1;0;0;3;2;1;0
11;8;6;1;1;3;Marcio 5;1;16,49;0;5;0;2;0;1;0;1;0;0;1;4;5;2;2;0;3;1;1;0
11;8;6;1;1;1;F, Penna;1;15,43;0;7;0;2;0;1;0;1;0;2;0;1;1;2;1;0;1;2;1;0
11;8;6;1;1;5;Atilio;1;15,08;7;14;2;5;0;0;2;5;3;4;0;0;0;1;1;0;3;3;2;0
11;8;6;1;1;6;Jarvis Silva;1;6,48;3;3;1;1;1;1;0;0;0;0;1;1;2;0;0;0;0;0;1;0
11;8;6;1;1;5;Fabiano Koiti;1;5,4;3;5;1;2;1;1;0;1;0;0;0;0;0;2;1;0;1;1;2;0
11;8;6;1;1;6;Dudu Meindl;1;2,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
11;8;6;1;1;0;1;1;;79;144;30;55;6;15;24;40;13;19;6;28;34;20;11;3;18;21;14;2
11;6;8;1;2;3;Isaac;1;31,36;12;22;2;6;2;4;0;2;6;6;3;2;5;0;1;0;3;7;0;0
11;6;8;1;2;6;Bruno Silva;1;30,36;0;17;0;7;0;3;0;4;0;0;0;2;2;2;2;0;5;0;3;0
11;6;8;1;2;2;Jefferson;1;21,46;9;24;4;10;0;2;4;8;1;2;0;2;2;1;4;0;0;3;2;0
11;6;8;1;2;3;Matheus Dalla;1;21,08;2;16;1;6;0;4;1;2;0;0;0;4;4;1;0;0;2;0;0;0
11;6;8;1;2;5;Darlan;1;21,06;9;12;3;4;0;0;3;4;3;4;3;4;7;0;1;0;3;4;5;0
11;6;8;1;2;5;Manuil;1;18,51;5;11;2;5;1;1;1;4;0;0;0;2;2;0;0;1;4;1;5;0
11;6;8;1;2;1;Ibrahim Badmus;1;15,13;1;10;0;4;0;0;0;4;1;2;1;1;2;2;1;0;2;2;2;0
11;6;8;1;2;3;Galocha;1;14,21;0;3;0;1;0;1;0;0;0;0;0;1;1;1;1;0;0;0;2;0
11;6;8;1;2;3;McNeil;1;12,37;0;4;0;2;0;0;0;2;0;0;0;0;0;1;1;0;1;0;3;0
11;6;8;1;2;2;Jeff;1;9,43;4;16;1;5;1;4;0;1;1;2;0;0;0;0;0;0;1;1;0;0
11;6;8;1;2;1;Taets;1;3;2;4;0;1;0;0;0;1;2;2;0;0;0;0;1;0;1;1;0;0
11;6;8;1;2;0;1;1;;44;139;13;51;4;19;9;32;14;18;7;18;25;8;12;1;22;19;22;0
11;8;26;1;1;2;Basden;1;37,31;21;47;6;14;2;7;4;7;7;12;0;4;4;4;3;0;3;6;0;0
11;8;26;1;1;5;Drudi;1;31,47;11;17;3;5;0;0;3;5;5;7;3;5;8;0;0;0;3;5;3;0
11;8;26;1;1;1;Helinho;1;28,37;7;23;1;7;1;5;0;2;4;4;1;2;3;5;1;0;4;3;0;0
11;8;26;1;1;2;Sowell;1;25,52;21;36;6;12;4;4;2;8;5;8;3;1;4;2;1;0;3;4;0;1
11;8;26;1;1;5;Ricardo Probst;1;22,13;8;10;4;5;0;0;4;5;0;0;2;4;6;0;1;1;2;0;3;1
11;8;26;1;1;3;Marcio 5;1;18,34;14;16;4;5;2;2;2;3;4;4;0;2;2;1;0;1;3;5;0;0
11;8;26;1;1;1;F, Penna;1;17,51;0;11;0;4;0;3;0;1;0;0;0;2;2;5;0;0;5;0;1;0
11;8;26;1;1;5;Ivanovic;1;17,31;5;10;0;2;0;0;0;2;5;6;0;2;2;1;1;0;1;3;2;0
11;8;26;1;1;5;Atilio;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;8;26;1;1;5;Fabiano Koiti;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;8;26;1;1;5;Lucas Mariano;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;8;26;1;1;4;Wanderson;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;8;26;1;1;0;1;1;;87;170;24;54;9;21;15;33;30;41;9;22;31;18;7;2;24;26;9;2
11;26;8;1;2;2;Robby Collum;1;40;24;48;7;16;2;7;5;9;8;9;2;1;3;7;1;0;4;7;4;0
11;26;8;1;2;3;Robert Day;1;36,32;18;34;5;11;3;7;2;4;5;5;1;7;8;3;2;0;5;5;3;0
11;26;8;1;2;5;Cipolini;1;27,42;8;12;3;5;0;0;3;5;2;2;2;3;5;2;0;0;2;1;1;0
11;26;8;1;2;1;Coelho;1;24,4;13;32;5;11;0;4;5;7;3;6;0;3;3;1;0;0;2;4;1;0
11;26;8;1;2;5;Brasília;1;23,37;6;8;3;4;0;0;3;4;0;0;1;3;4;0;1;0;5;1;2;1
11;26;8;1;2;4;Soro;1;20,21;7;13;2;4;1;3;1;1;2;2;1;1;2;1;0;0;1;2;1;0
11;26;8;1;2;4;Gruber;1;18,07;6;16;2;6;0;1;2;5;2;3;1;4;5;1;1;3;5;3;0;0
11;26;8;1;2;5;Estevam;1;8,51;2;4;1;2;0;0;1;2;0;0;1;2;3;0;0;0;2;0;0;0
11;26;8;1;2;6;Dida;1;0,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;26;8;1;2;1;Carioca;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;26;8;1;2;5;Lao Waszkiewicz;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
