,Tempo,Ponto,diferenca_placar_casa,Quarto,Indicador,Nome
131,10:52,38 - 31,-7,2,Wagner 3' Layup (3 PTS) (Smith 4 AST),WAS
132,10:34,,,2,MISS Green 16' Turnaround Jump Shot,BKN
133,10:31,,,2,Hachimura REBOUND (Off:0 Def:1),WAS
134,10:25,38 - 33,-5,2,Smith 16' Pullup Jump Shot (8 PTS),WAS
135,10:16,,,2,Shamet Bad Pass Turnover (P1.T7)Wagner STEAL (1 STL),WAS
136,10:13,38 - 35,-3,2,Wagner 4' Running Dunk (5 PTS),WAS
137,10:13,,,2,Nets Timeout: Regular (Reg.1 Short 0),BKN
138,10:06,,,2,Johnson Traveling Turnover (P2.T8),BKN
139,9:50,38 - 37,-1,2,Westbrook 1' Driving Reverse Layup (13 PTS),WAS
140,9:38,41 - 37,-4,2,Shamet 29' 3PT Jump Shot (8 PTS) (Harris 1 AST),BKN
141,9:27,,,2,Green BLOCK (2 BLK)MISS Hachimura 5' Layup,WAS
142,9:27,,,2,Perry REBOUND (Off:0 Def:2),BKN
143,9:27,,,2,Westbrook P.FOUL (P1.T1) (J.Goble),WAS
144,9:27,,,2,SUB: Beal FOR Westbrook,WAS
145,9:11,44 - 37,-7,2,Green 24' 3PT Jump Shot (7 PTS) (Harris 2 AST),BKN
146,8:58,,,2,MISS Mathews 30' 3PT Jump Shot,WAS
147,8:53,,,2,Johnson REBOUND (Off:0 Def:2),BKN
148,8:43,46 - 37,-9,2,Harris 17' Pullup Jump Shot (11 PTS) (Perry 1 AST),BKN
149,8:30,,,2,MISS Smith 26' 3PT Jump Shot,WAS
150,8:30,,,2,Hachimura REBOUND (Off:1 Def:1),WAS
151,8:21,46 - 39,-7,2,Hachimura  Putback Layup (2 PTS),WAS
152,8:14,,,2,MISS Shamet 28' 3PT Pullup Jump Shot,BKN
153,8:11,,,2,Hachimura REBOUND (Off:1 Def:2),WAS
154,8:07,46 - 41,-5,2,Beal 15' Pullup Jump Shot (4 PTS),WAS
155,7:47,48 - 41,-7,2,Shamet 4' Driving Reverse Layup (10 PTS) (Harris 3 AST),BKN
156,7:38,,,2,MISS Beal 28' 3PT Jump Shot,WAS
157,7:33,,,2,Beal REBOUND (Off:1 Def:0),WAS
158,7:32,,,2,MISS Beal 5' Layup,WAS
159,7:32,,,2,Johnson REBOUND (Off:0 Def:3),BKN
160,7:18,50 - 41,-9,2,Harris 16' Pullup Jump Shot (13 PTS) (Perry 2 AST),BKN
161,7:02,50 - 43,-7,2,Wagner 3' Cutting Dunk Shot (7 PTS) (Beal 2 AST),WAS
162,7:02,,,2,Johnson S.FOUL (P1.T4) (J.Goble),BKN
163,7:02,,,2,SUB: Avdija FOR Mathews,WAS
164,7:02,,,2,SUB: Jordan FOR Perry,BKN
165,7:02,,,2,SUB: Durant FOR Shamet,BKN
166,7:02,50 - 44,-6,2,Wagner Free Throw 1 of 1 (8 PTS),WAS
167,6:46,,,2,Beal S.FOUL (P1.T2) (J.Goble),WAS
168,6:46,51 - 44,-7,2,Green Free Throw 1 of 2 (8 PTS),BKN
169,6:46,,,2,SUB: Lopez FOR Wagner,WAS
170,6:46,52 - 44,-8,2,Green Free Throw 2 of 2 (9 PTS),BKN
171,6:27,,,2,Durant STEAL (1 STL)Lopez Bad Pass Turnover (P1.T4),WAS
172,6:22,,,2,MISS Johnson  3PT Jump Shot,BKN
173,6:17,,,2,Jordan REBOUND (Off:3 Def:1),BKN
174,6:15,,,2,MISS Durant 29' 3PT Jump Shot,BKN
175,6:15,,,2,Avdija REBOUND (Off:0 Def:1),WAS
176,6:04,52 - 46,-6,2,Avdija 4' Driving Layup (2 PTS) (Smith 5 AST),WAS
177,5:52,,,2,MISS Harris 27' 3PT Jump Shot,BKN
178,5:48,,,2,Hachimura REBOUND (Off:1 Def:3),WAS
179,5:45,52 - 48,-4,2,Lopez 3' Driving Dunk (2 PTS) (Beal 3 AST),WAS
180,5:45,,,2,Nets Timeout: Regular (Reg.2 Short 0),BKN
181,5:45,,,2,SUB: Westbrook FOR Smith,WAS
182,5:45,,,2,SUB: Brown FOR Green,BKN
183,5:45,,,2,SUB: Irving FOR Johnson,BKN
184,5:26,54 - 48,-6,2,Durant 16' Pullup Jump Shot (10 PTS) (Brown 2 AST),BKN
185,5:11,,,2,MISS Hachimura 26' 3PT Jump Shot,WAS
186,5:11,,,2,Brown REBOUND (Off:1 Def:4),BKN
187,5:03,,,2,Durant Bad Pass Turnover (P2.T9)Lopez STEAL (1 STL),WAS
188,5:03,,,2,Jordan P.FOUL (P2.PN) (G.Petraitis),BKN
189,5:03,54 - 49,-5,2,Beal Free Throw 1 of 2 (5 PTS),WAS
190,5:03,54 - 50,-4,2,Beal Free Throw 2 of 2 (6 PTS),WAS
191,4:47,56 - 50,-6,2,Durant 16' Pullup Jump Shot (12 PTS) (Jordan 2 AST),BKN
192,4:29,56 - 52,-4,2,Westbrook 8' Turnaround Fadeaway Bank Jump Shot (15 PTS),WAS
193,4:14,,,2,Beal S.FOUL (P2.T3) (J.Goble),WAS
194,4:14,,,2,MISS Jordan Free Throw 1 of 2,BKN
195,4:14,,,2,Nets Rebound,BKN
196,4:14,,,2,MISS Jordan Free Throw 2 of 2,BKN
197,4:12,,,2,Westbrook REBOUND (Off:2 Def:2),WAS
198,4:06,,,2,Brown STEAL (2 STL)Westbrook Lost Ball Turnover (P2.T5),WAS
199,4:04,,,2,Irving Lost Ball Turnover (P1.T10)Westbrook STEAL (1 STL),WAS
200,3:56,56 - 54,-2,2,Westbrook 4' Layup (17 PTS),WAS
201,3:51,,,2,Durant Step Out of Bounds Turnover (P3.T11),BKN
202,3:51,,,2,SUB: Luwawu-Cabarrot FOR Harris,BKN
203,3:40,56 - 56,TIE,2,Beal 4' Driving Layup (8 PTS) (Westbrook 1 AST),WAS
204,3:40,,,2,Durant S.FOUL (P1.PN) (E.Scott),BKN
205,3:40,56 - 57,1,2,Beal Free Throw 1 of 1 (9 PTS),WAS
206,3:21,,,2,Westbrook S.FOUL (P2.T4) (J.Goble),WAS
207,3:21,57 - 57,TIE,2,Durant Free Throw 1 of 2 (13 PTS),BKN
208,3:21,,,2,SUB: Bertans FOR Avdija,WAS
209,3:21,58 - 57,-1,2,Durant Free Throw 2 of 2 (14 PTS),BKN
210,3:08,,,2,MISS Hachimura 3' Driving Finger Roll Layup,WAS
211,3:07,,,2,WIZARDS Rebound,WAS
212,3:00,,,2,MISS Westbrook  3PT Jump Shot,WAS
213,2:56,,,2,Brown REBOUND (Off:1 Def:5),BKN
214,2:48,60 - 57,-3,2,Durant 4' Driving Dunk (16 PTS),BKN
215,2:37,,,2,Luwawu-Cabarrot S.FOUL (P1.PN) (G.Petraitis),BKN
216,2:37,60 - 58,-2,2,Hachimura Free Throw 1 of 2 (3 PTS),WAS
217,2:37,60 - 59,-1,2,Hachimura Free Throw 2 of 2 (4 PTS),WAS
218,2:25,62 - 59,-3,2,Jordan 6' Alley Oop Dunk (6 PTS) (Durant 4 AST),BKN
219,2:08,,,2,Durant STEAL (2 STL)Westbrook Lost Ball Turnover (P3.T6),WAS
220,2:01,,,2,MISS Luwawu-Cabarrot 24' 3PT Jump Shot,BKN
221,1:57,,,2,Irving REBOUND (Off:1 Def:1),BKN
222,1:57,,,2,MISS Durant 15' Jump ShotWestbrook BLOCK (1 BLK),WAS
223,1:57,,,2,Beal REBOUND (Off:1 Def:1),WAS
224,1:56,,,2,Beal Out of Bounds - Bad Pass Turnover Turnover (P2.T7),WAS
225,1:49,64 - 59,-5,2,Jordan 4' Cutting Dunk Shot (8 PTS) (Durant 5 AST),BKN
226,1:31,,,2,MISS Westbrook 5' Layup,WAS
227,1:25,,,2,Lopez REBOUND (Off:1 Def:0),WAS
228,1:25,64 - 61,-3,2,Lopez  Putback Dunk (4 PTS),WAS
229,1:10,66 - 61,-5,2,Durant 16' Pullup Jump Shot (18 PTS) (Irving 4 AST),BKN
230,1:01,66 - 63,-3,2,Westbrook 4' Driving Layup (19 PTS),WAS
231,0:47,,,2,MISS Luwawu-Cabarrot  3PT Jump Shot,BKN
232,0:44,,,2,Beal REBOUND (Off:1 Def:2),WAS
233,0:37,,,2,MISS Beal 9' Driving Layup,WAS
234,0:34,,,2,Luwawu-Cabarrot REBOUND (Off:0 Def:1),BKN
235,0:30,68 - 63,-5,2,Irving 3' Driving Layup (7 PTS) (Luwawu-Cabarrot 2 AST),BKN
236,0:08,68 - 65,-3,2,Beal 5' Driving Layup (11 PTS),WAS
237,0:01,,,2,Beal S.FOUL (P3.PN) (E.Scott),WAS
238,0:01,69 - 65,-4,2,Durant Free Throw 1 of 3 (19 PTS),BKN
239,0:01,70 - 65,-5,2,Durant Free Throw 2 of 3 (20 PTS),BKN
240,0:01,71 - 65,-6,2,Durant Free Throw 3 of 3 (21 PTS),BKN
241,0:00,,,2,MISS Bertans 45' 3PT Running Pull-Up Jump Shot,WAS
242,0:00,,,2,WIZARDS Rebound,WAS
243,0:00,71 - 65,-6,2,,BKN
244,12:00,71 - 65,-6,3,,BKN
245,11:50,,,3,Jordan S.FOUL (P3.T1) (J.Goble),BKN
246,11:50,,,3,MISS Hachimura Free Throw 1 of 2,WAS
247,11:50,,,3,WIZARDS Rebound,WAS
248,11:50,,,3,MISS Hachimura Free Throw 2 of 2,WAS
249,11:47,,,3,Lopez REBOUND (Off:2 Def:0),WAS
250,11:44,,,3,MISS Beal 28' 3PT Jump Shot,WAS
251,11:40,,,3,Avdija REBOUND (Off:1 Def:1),WAS
252,11:33,,,3,MISS Lopez 24' 3PT Jump Shot,WAS
253,11:30,,,3,Jordan REBOUND (Off:3 Def:2),BKN
254,11:13,,,3,MISS Harris 24' 3PT Jump Shot,BKN
255,11:09,,,3,Westbrook REBOUND (Off:2 Def:3),WAS
256,10:59,,,3,MISS Avdija 3' Driving Finger Roll Layup,WAS
257,10:56,,,3,Durant REBOUND (Off:0 Def:4),BKN
258,10:50,74 - 65,-9,3,Harris  3PT Jump Shot (16 PTS) (Irving 5 AST),BKN
259,10:36,74 - 67,-7,3,Westbrook 5' Layup (21 PTS),WAS
260,10:21,,,3,MISS Irving 5' Driving Floating Jump Shot,BKN
261,10:19,,,3,Lopez REBOUND (Off:2 Def:1),WAS
262,10:14,74 - 69,-5,3,Westbrook 19' Pullup Jump Shot (23 PTS),WAS
263,9:49,77 - 69,-8,3,Harris  3PT Jump Shot (19 PTS) (Irving 6 AST),BKN
264,9:33,,,3,MISS Beal 17' Pullup Jump Shot,WAS
265,9:29,,,3,Harris REBOUND (Off:0 Def:1),BKN
266,9:16,,,3,Durant Out of Bounds - Bad Pass Turnover Turnover (P4.T12),BKN
267,9:16,,,3,SUB: Bertans FOR Avdija,WAS
268,9:03,77 - 71,-6,3,Lopez 7' Hook Shot (6 PTS) (Westbrook 2 AST),WAS
269,8:48,79 - 71,-8,3,Irving 21' Pullup Jump Shot (9 PTS),BKN
270,8:27,79 - 73,-6,3,Lopez 9' Turnaround Hook Shot (8 PTS) (Westbrook 3 AST),WAS
271,8:05,,,3,MISS Durant 12' Pullup Jump Shot,BKN
272,8:02,,,3,Lopez REBOUND (Off:2 Def:2),WAS
273,7:54,,,3,MISS Westbrook 5' Driving Layup,WAS
274,7:53,,,3,Westbrook REBOUND (Off:3 Def:3),WAS
275,7:51,,,3,MISS Hachimura 26' 3PT Jump Shot,WAS
276,7:48,,,3,Jordan REBOUND (Off:3 Def:3),BKN
277,7:45,82 - 73,-9,3,Harris 27' 3PT Jump Shot (22 PTS) (Irving 7 AST),BKN
278,7:31,82 - 76,-6,3,Bertans 27' 3PT Jump Shot (8 PTS) (Westbrook 4 AST),WAS
279,7:31,,,3,Brown S.FOUL (P2.T2) (G.Petraitis),BKN
280,7:31,,,3,MISS Bertans Free Throw 1 of 1,WAS
281,7:29,,,3,Brown REBOUND (Off:1 Def:6),BKN
282,7:18,84 - 76,-8,3,Durant 15' Pullup Jump Shot (23 PTS),BKN
283,7:05,84 - 78,-6,3,Beal 5' Driving Reverse Layup (13 PTS),WAS
284,6:52,,,3,MISS Durant 4' Driving Layup,BKN
285,6:49,,,3,Beal REBOUND (Off:1 Def:3),WAS
286,6:47,,,3,MISS Beal 27' 3PT Jump Shot,WAS
287,6:43,,,3,Jordan REBOUND (Off:3 Def:4),BKN
288,6:43,,,3,Irving Out of Bounds - Bad Pass Turnover Turnover (P2.T13),BKN
289,6:37,,,3,WIZARDS Timeout: Regular (Full 4 Short 0),WAS
290,6:37,,,3,SUB: Mathews FOR Westbrook,WAS
291,6:37,,,3,SUB: Smith FOR Hachimura,WAS
292,6:25,,,3,MISS Beal 4' Layup,WAS
293,6:22,,,3,Jordan REBOUND (Off:3 Def:5),BKN
294,6:06,,,3,Bertans P.FOUL (P1.T1) (J.Goble),WAS
295,5:59,86 - 78,-8,3,Irving 18' Pullup Jump Shot (11 PTS),BKN
296,5:49,,,3,Durant S.FOUL (P2.T3) (E.Scott),BKN
297,5:49,86 - 79,-7,3,Lopez Free Throw 1 of 2 (9 PTS),WAS
298,5:49,,,3,SUB: Green FOR Jordan,BKN
299,5:49,86 - 80,-6,3,Lopez Free Throw 2 of 2 (10 PTS),WAS
300,5:35,,,3,Mathews S.FOUL (P2.T2) (E.Scott),WAS
301,5:35,,,3,MISS Brown Free Throw 1 of 2,BKN
302,5:35,,,3,Nets Rebound,BKN
303,5:35,,,3,SUB: Wagner FOR Lopez,WAS
304,5:35,87 - 80,-7,3,Brown Free Throw 2 of 2 (1 PTS),BKN
305,5:23,87 - 82,-5,3,Wagner 5' Cutting Dunk Shot (10 PTS) (Beal 4 AST),WAS
306,5:07,89 - 82,-7,3,Durant 15' Pullup Jump Shot (25 PTS) (Harris 4 AST),BKN
307,4:48,,,3,MISS Bertans 28' 3PT Jump Shot,WAS
308,4:47,,,3,WIZARDS Rebound,WAS
309,4:47,,,3,SUB: Luwawu-Cabarrot FOR Brown,BKN
310,4:39,89 - 84,-5,3,Smith 8' Turnaround Jump Shot (10 PTS),WAS
311,4:29,,,3,Bertans S.FOUL (P2.T3) (J.Goble),WAS
312,4:29,90 - 84,-6,3,Irving Free Throw 1 of 2 (12 PTS),BKN
313,4:29,,,3,SUB: Shamet FOR Harris,BKN
314,4:29,91 - 84,-7,3,Irving Free Throw 2 of 2 (13 PTS),BKN
315,4:18,,,3,MISS Beal 22' Pullup Jump Shot,WAS
316,4:14,,,3,Durant REBOUND (Off:0 Def:5),BKN
317,4:06,,,3,MISS Irving 15' Pullup Jump Shot,BKN
318,4:03,,,3,Wagner REBOUND (Off:0 Def:3),WAS
319,3:58,,,3,MISS Smith 3' Layup,WAS
320,3:53,,,3,Wagner REBOUND (Off:1 Def:3),WAS
321,3:52,,,3,Durant BLOCK (1 BLK)MISS Wagner 4' Layup,WAS
322,3:52,,,3,Shamet REBOUND (Off:0 Def:1),BKN
323,3:48,,,3,MISS Shamet 26' 3PT Jump Shot,BKN
324,3:45,,,3,Mathews REBOUND (Off:0 Def:1),WAS
325,3:39,91 - 86,-5,3,Beal 15' Step Back Jump Shot (15 PTS),WAS
326,3:24,94 - 86,-8,3,Luwawu-Cabarrot 24' 3PT Jump Shot (6 PTS) (Shamet 1 AST),BKN
327,3:24,,,3,Wagner S.FOUL (P2.T4) (E.Scott),WAS
328,3:24,,,3,MISS Luwawu-Cabarrot Free Throw 1 of 1,BKN
329,3:22,,,3,Bertans REBOUND (Off:0 Def:2),WAS
330,3:12,,,3,MISS Beal 7' Driving Dunk,WAS
331,3:09,,,3,Luwawu-Cabarrot REBOUND (Off:0 Def:2),BKN
332,3:07,96 - 86,-10,3,Luwawu-Cabarrot 3' Running Layup (8 PTS) (Durant 6 AST),BKN
333,3:07,,,3,WIZARDS Timeout: Regular (Full 5 Short 0),WAS
334,3:07,,,3,SUB: Westbrook FOR Beal,WAS
335,3:00,96 - 88,-8,3,Wagner 2' Cutting Dunk Shot (12 PTS) (Westbrook 5 AST),WAS
336,2:46,98 - 88,-10,3,Irving 12' Pullup Jump Shot (15 PTS),BKN
337,2:38,98 - 91,-7,3,Mathews  3PT Jump Shot (5 PTS) (Smith 6 AST),WAS
338,2:19,101 - 91,-10,3,Green 26' 3PT Jump Shot (12 PTS) (Irving 8 AST),BKN
339,2:06,101 - 93,-8,3,Wagner 3' Alley Oop Layup (14 PTS) (Smith 7 AST),WAS
340,1:40,103 - 93,-10,3,Durant 5' Driving Layup (27 PTS),BKN
341,1:33,103 - 96,-7,3,Smith  3PT Jump Shot (13 PTS) (Westbrook 6 AST),WAS
342,1:18,,,3,Durant Bad Pass Turnover (P5.T14)Smith STEAL (2 STL),WAS
343,1:11,,,3,MISS Bertans 24' 3PT Jump Shot,WAS
344,1:07,,,3,Irving REBOUND (Off:1 Def:2),BKN
345,0:57,106 - 96,-10,3,Green  3PT Jump Shot (15 PTS) (Luwawu-Cabarrot 3 AST),BKN
346,0:46,106 - 99,-7,3,Westbrook 27' 3PT Pullup Jump Shot (26 PTS),WAS
347,0:32,,,3,MISS Irving 12' Pullup Jump ShotSmith BLOCK (1 BLK),WAS
348,0:32,,,3,Nets Rebound,BKN
349,0:25,,,3,Westbrook P.FOUL (P3.PN) (G.Petraitis),WAS
350,0:25,107 - 99,-8,3,Durant Free Throw 1 of 2 (28 PTS),BKN
351,0:25,,,3,SUB: Brown FOR Irving,BKN
352,0:25,108 - 99,-9,3,Durant Free Throw 2 of 2 (29 PTS),BKN
353,0:05,,,3,MISS Westbrook 27' 3PT Pullup Jump Shot,WAS
354,0:01,,,3,Green REBOUND (Off:1 Def:3),BKN
355,0:00,,,3,Green Bad Pass Turnover (P2.T15)Westbrook STEAL (2 STL),WAS
356,0:00,108 - 101,-7,3,Wagner 21' Jump Shot (16 PTS) (Westbrook 7 AST),WAS
357,0:00,108 - 101,-7,3,,BKN
358,0:00,108 - 101,-7,3,,BKN
359,12:00,108 - 101,-7,4,,BKN
360,11:45,111 - 101,-10,4,Green  3PT Jump Shot (18 PTS) (Harris 5 AST),BKN
